Activity_ID,Project_ID,Control_Account_ID,Work_Package_ID,WBS_Code,Activity_Name,Activity_Type,Duration_Days,Baseline_Start,Baseline_Finish,Assumption_Basis,Recovery_Status,Prior_Approved_or_Reconstructed_Start,Prior_Approved_or_Reconstructed_Finish,Early_Start,Early_Finish,Late_Start,Late_Finish,Total_Float_Days,Critical_Flag
P10-MSAT,P10,P10-CA05,P10-WP051,1.10.5.1,MSAT,Milestone,0,2027-04-23,2027-04-23,Approved milestone / interface milestone,"Source-explicit milestone date | Scenario dates calculated from reconstructed logic, not source recovered",2027-05-07,2027-05-07,2027-04-23,2027-04-23,2027-08-06,2027-08-06,75,FALSE
P10-A22,P10,P10-CA05,P10-WP051,1.10.5.1,Operator Training,Task,10,2027-04-26,2027-05-07,Project-type realism,"Semantic WBS mapping corrected: operator training is acceptance/commissioning scope | Scenario dates calculated from reconstructed logic, not source recovered",2027-05-10,2027-05-21,2027-04-26,2027-05-07,2027-04-26,2027-05-07,0,TRUE
P10-A23,P10,P10-CA05,P10-WP051,1.10.5.1,Cutover Planning,Task,10,2027-04-26,2027-05-07,Project-type realism,"Recovered after restoring approved P10 interface chain and published milestone dates | Scenario dates calculated from reconstructed logic, not source recovered",2027-05-10,2027-05-21,2027-04-26,2027-05-07,2027-04-26,2027-05-07,0,TRUE
P10-A24,P10,P10-CA05,P10-WP051,1.10.5.1,Phased Cutover / Migration from Legacy System,Task,15,2027-05-10,2027-05-28,Project-type realism,"Recovered after restoring approved P10 interface chain and published milestone dates | Scenario dates calculated from reconstructed logic, not source recovered",2027-05-24,2027-06-11,2027-05-10,2027-05-28,2027-05-10,2027-05-28,0,TRUE
P10-MCUTOVER,P10,P10-CA05,P10-WP051,1.10.5.1,MCUTOVER,Milestone,0,2027-05-28,2027-05-28,Approved milestone / interface milestone,"Source-explicit milestone date | Scenario dates calculated from reconstructed logic, not source recovered",2027-06-11,2027-06-11,2027-05-28,2027-05-28,2027-08-06,2027-08-06,50,FALSE
P10-A25,P10,P10-CA05,P10-WP051,1.10.5.1,Post-Cutover Monitoring & Stabilization,Task,15,2027-05-31,2027-06-18,Project-type realism,"Recovered after restoring approved P10 interface chain and published milestone dates | Scenario dates calculated from reconstructed logic, not source recovered",2027-06-14,2027-07-02,2027-05-31,2027-06-18,2027-05-31,2027-06-18,0,TRUE
P10-MOPACC,P10,P10-CA05,P10-WP051,1.10.5.1,MOPACC,Milestone,0,2027-06-18,2027-06-18,Approved milestone / interface milestone,"Semantic WBS mapping corrected: operational acceptance milestone | Scenario dates calculated from reconstructed logic, not source recovered",2027-07-02,2027-07-02,2027-06-18,2027-06-18,2027-08-06,2027-08-06,35,FALSE
P10-A26,P10,P10-CA06,P10-WP061,1.10.6.1,"Documentation, Backup & Turnover",Task,15,2027-06-21,2027-07-09,Project-type realism,"Recovered after restoring approved P10 interface chain and published milestone dates | Scenario dates calculated from reconstructed logic, not source recovered",2027-07-05,2027-07-23,2027-06-21,2027-07-09,2027-06-21,2027-07-09,0,TRUE
P10-A27,P10,P10-CA05,P10-WP051,1.10.5.1,Final Inspection & Punch List,Task,10,2027-06-21,2027-07-02,Project-type realism,"Semantic WBS mapping corrected: final inspection/punch list is acceptance/commissioning scope | Scenario dates calculated from reconstructed logic, not source recovered",2027-07-05,2027-07-16,2027-06-21,2027-07-02,2027-07-26,2027-08-06,25,FALSE
P10-M3,P10,P10-CA05,P10-WP051,1.10.5.1,Substantial Completion,Milestone,0,2027-07-02,2027-07-02,Approved milestone / interface milestone,"Semantic WBS mapping corrected: substantial completion follows acceptance/testing | Scenario dates calculated from reconstructed logic, not source recovered",2027-07-16,2027-07-16,2027-07-02,2027-07-02,2027-08-06,2027-08-06,25,FALSE
P10-A28,P10,P10-CA06,P10-WP062,1.10.6.2,Financial Closeout,Task,15,2027-07-19,2027-08-06,Project-type realism,"Recovered after restoring approved P10 interface chain and published milestone dates | Scenario dates calculated from reconstructed logic, not source recovered",2027-08-02,2027-08-20,2027-07-19,2027-08-06,2027-07-19,2027-08-06,0,TRUE
P10-M4,P10,P10-CA06,P10-WP062,1.10.6.2,Final Completion,Milestone,0,2027-08-06,2027-08-06,Approved milestone / interface milestone,"Semantic WBS mapping corrected: final completion aligns with financial closeout | Scenario dates calculated from reconstructed logic, not source recovered",2027-08-20,2027-08-20,2027-08-06,2027-08-06,2027-08-06,2027-08-06,0,TRUE
P11-A1,P11,P11-CA01,P11-WP011,1.11.1.1,Valve Inventory / Condition Prioritization,Task,15,2025-04-01,2025-04-21,Project-type realism,Source-derived / reconstructed network,2025-04-01,2025-04-21,2025-04-01,2025-04-21,2025-04-01,2025-04-21,0,TRUE
P11-A2,P11,P11-CA01,P11-WP012,1.11.1.2,Project Definition & Isolation-Zone Planning,Task,10,2025-04-22,2025-05-05,Project-type realism,Source-derived / reconstructed network,2025-04-22,2025-05-05,2025-04-22,2025-05-05,2025-04-22,2025-05-05,0,TRUE
P11-A3,P11,P11-CA02,P11-WP021,1.11.2.1,Preliminary Design,Task,15,2025-05-06,2025-05-26,Project-type realism,Source-derived / reconstructed network,2025-05-06,2025-05-26,2025-05-06,2025-05-26,2025-05-06,2025-05-26,0,TRUE
P11-A4,P11,P11-CA02,P11-WP022,1.11.2.2,Final Design,Task,15,2025-06-03,2025-06-23,Project-type realism; +5bd review lag in logic,Source-derived / reconstructed network,2025-06-03,2025-06-23,2025-06-03,2025-06-23,2025-06-03,2025-06-23,0,TRUE
P11-A5,P11,P11-CA03,P11-WP031,1.11.3.1,Bid Advertisement,Task,15,2025-06-17,2025-07-07,Project-type realism,Source-derived / reconstructed network,2025-06-17,2025-07-07,2025-06-17,2025-07-07,2025-06-17,2025-07-07,0,TRUE
P11-M1,P11,P11-CA04,P11-WP041,1.11.4.1,Design Complete,Milestone,0,2025-06-23,2025-06-23,Approved milestone / interface milestone,Source-explicit milestone date,2025-06-23,2025-06-23,2025-06-23,2025-06-23,2026-03-09,2026-03-09,185,FALSE
P11-A5b,P11,P11-CA03,P11-WP031,1.11.3.1,Evaluation & Award,Task,10,2025-07-08,2025-07-21,Project-type realism,Source-derived / reconstructed network,2025-07-08,2025-07-21,2025-07-08,2025-07-21,2025-07-08,2025-07-21,0,TRUE
P11-A5c,P11,P11-CA03,P11-WP032,1.11.3.2,Governing Body Approval,Task,10,2025-07-22,2025-08-04,Project-type realism,Source-derived / reconstructed network,2025-07-22,2025-08-04,2025-07-22,2025-08-04,2025-07-22,2025-08-04,0,TRUE
P11-M2,P11,P11-CA04,P11-WP041,1.11.4.1,Contract Award / NTP,Milestone,0,2025-08-11,2025-08-11,Approved milestone / interface milestone,Source-explicit milestone date,2025-08-11,2025-08-11,2025-08-11,2025-08-11,2025-08-11,2025-08-11,0,TRUE
P11-A10,P11,P11-CA04,P11-WP041,1.11.4.1,Shutdown & Customer/Service Coordination Planning,Task,15,2025-08-12,2025-09-01,Project-type realism,Source-derived / reconstructed network,2025-08-12,2025-09-01,2025-08-12,2025-09-01,2025-08-26,2025-09-15,10,FALSE
P11-A6,P11,P11-CA03,P11-WP032,1.11.3.2,Mobilization,Task,10,2025-08-12,2025-08-25,Project-type realism,Source-derived / reconstructed network,2025-08-12,2025-08-25,2025-08-12,2025-08-25,2025-09-02,2025-09-15,15,FALSE
P11-A7,P11,P11-CA05,P11-WP051,1.11.5.1,Field Verification / Utility Locating,Task,15,2025-08-12,2025-09-01,Project-type realism,Source-derived / reconstructed network,2025-08-12,2025-09-01,2025-08-12,2025-09-01,2025-08-26,2025-09-15,10,FALSE
P11-A8,P11,P11-CA02,P11-WP022,1.11.2.2,Traffic / Street-Opening Coordination & Permitting,Task,10,2025-08-12,2025-08-25,Project-type realism,Source-derived / reconstructed network,2025-08-12,2025-08-25,2025-08-12,2025-08-25,2025-09-02,2025-09-15,15,FALSE
P11-A9,P11,P11-CA04,P11-WP041,1.11.4.1,Material Procurement — Valves & Fittings,Task,25,2025-08-12,2025-09-15,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2025-08-12,2025-09-15,2025-08-12,2025-09-15,2025-08-12,2025-09-15,0,TRUE
P11-AFIRST,P11,P11-CA04,P11-WP041,1.11.4.1,Complete First Valve Replacement,Task,2,2025-09-16,2025-09-17,Project-type realism,Source-derived / reconstructed network,2025-09-16,2025-09-17,2025-09-16,2025-09-17,2026-03-06,2026-03-09,123,FALSE
P11-B1inst,P11,P11-CA04,P11-WP041,1.11.4.1,Batch 1 Valve Installation,Task,40,2025-09-16,2025-11-10,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2025-09-16,2025-11-10,2025-09-16,2025-11-10,2025-09-16,2025-11-10,0,TRUE
P11-MFIRST,P11,P11-CA04,P11-WP041,1.11.4.1,MFIRST,Milestone,0,2025-09-17,2025-09-17,Approved milestone / interface milestone,Source-explicit milestone date,2025-09-17,2025-09-17,2025-09-17,2025-09-17,2026-03-09,2026-03-09,123,FALSE
P11-B1rest,P11,P11-CA04,P11-WP043,1.11.4.3,Batch 1 Restoration,Task,40,2025-10-14,2025-12-08,Project-type realism,Recovered by reconciliation to approved P11 milestone dates and published durations,2025-10-14,2025-12-08,2025-10-14,2025-12-08,2025-11-18,2026-01-12,25,FALSE
P11-B2inst,P11,P11-CA04,P11-WP041,1.11.4.1,Batch 2 Valve Installation,Task,40,2025-10-21,2025-12-15,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2025-10-21,2025-12-15,2025-10-21,2025-12-15,2025-10-21,2025-12-15,0,TRUE
P11-MBATCH1,P11,P11-CA04,P11-WP041,1.11.4.1,MBATCH1,Milestone,0,2025-11-10,2025-11-10,Approved milestone / interface milestone,Source-explicit milestone date,2025-11-10,2025-11-10,2025-11-10,2025-11-10,2026-03-09,2026-03-09,85,FALSE
P11-B1test,P11,P11-CA05,P11-WP051,1.11.5.1,Batch 1 Testing / Return to Service,Task,10,2025-11-11,2025-11-24,Project-type realism,Source-derived / reconstructed network,2025-11-11,2025-11-24,2025-11-11,2025-11-24,2026-02-24,2026-03-09,75,FALSE
P11-B2rest,P11,P11-CA04,P11-WP043,1.11.4.3,Batch 2 Restoration,Task,40,2025-11-18,2026-01-12,Project-type realism,Recovered by reconciliation to approved P11 milestone dates and published durations,2025-11-18,2026-01-12,2025-11-18,2026-01-12,2025-11-18,2026-01-12,0,TRUE
P11-B1gis,P11,P11-CA06,P11-WP061,1.11.6.1,Batch 1 Records/GIS Update,Task,10,2025-12-09,2025-12-22,Project-type realism,Recovered by reconciliation to approved P11 milestone dates and published durations,2025-12-09,2025-12-22,2025-12-09,2025-12-22,2026-01-13,2026-01-26,25,FALSE
P11-MTARGET,P11,P11-CA04,P11-WP041,1.11.4.1,MTARGET,Milestone,0,2025-12-15,2025-12-15,Approved milestone / interface milestone,Source-explicit milestone date,2025-12-15,2025-12-15,2025-12-15,2025-12-15,2026-03-09,2026-03-09,60,FALSE
P11-B2test,P11,P11-CA05,P11-WP051,1.11.5.1,Batch 2 Testing / Return to Service,Task,10,2025-12-16,2025-12-29,Project-type realism,Source-derived / reconstructed network,2025-12-16,2025-12-29,2025-12-16,2025-12-29,2026-02-24,2026-03-09,50,FALSE
P11-B2gis,P11,P11-CA06,P11-WP061,1.11.6.1,Batch 2 Records/GIS Update,Task,10,2026-01-13,2026-01-26,Project-type realism,Recovered by reconciliation to approved P11 milestone dates and published durations,2026-01-13,2026-01-26,2026-01-13,2026-01-26,2026-01-13,2026-01-26,0,TRUE
P11-A11,P11,P11-CA05,P11-WP051,1.11.5.1,Final Inspection & Punch List / Isolation Function Verification,Task,10,2026-01-27,2026-02-09,Project-type realism,Recovered by reconciliation to approved P11 milestone dates and published durations,2026-01-27,2026-02-09,2026-01-27,2026-02-09,2026-01-27,2026-02-09,0,TRUE
P11-M3,P11,P11-CA04,P11-WP041,1.11.4.1,Substantial Completion,Milestone,0,2026-02-09,2026-02-09,Approved milestone / interface milestone,Source-explicit milestone date,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-03-09,2026-03-09,20,FALSE
P11-MISOVERIFY,P11,P11-CA04,P11-WP041,1.11.4.1,MISOVERIFY,Milestone,0,2026-02-09,2026-02-09,Approved milestone / interface milestone,Source-explicit milestone date,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-03-09,2026-03-09,20,FALSE
P11-A12,P11,P11-CA06,P11-WP061,1.11.6.1,Documentation & Turnover,Task,10,2026-02-10,2026-02-23,Project-type realism,Recovered by reconciliation to approved P11 milestone dates and published durations,2026-02-10,2026-02-23,2026-02-10,2026-02-23,2026-02-10,2026-02-23,0,TRUE
P11-A13,P11,P11-CA06,P11-WP062,1.11.6.2,Financial Closeout,Task,15,2026-02-17,2026-03-09,Project-type realism,Recovered by reconciliation to approved P11 milestone dates and published durations,2026-02-17,2026-03-09,2026-02-17,2026-03-09,2026-02-17,2026-03-09,0,TRUE
P11-M4,P11,P11-CA04,P11-WP041,1.11.4.1,Final Completion,Milestone,0,2026-03-09,2026-03-09,Approved milestone / interface milestone,Source-explicit milestone date,2026-03-09,2026-03-09,2026-03-09,2026-03-09,2026-03-09,2026-03-09,0,TRUE
P12-Y1A1,P12,P12-CA01,P12-WP011,1.12.1.1,Year 1 Annual Planning & Prioritization Window,Task,15,2025-01-02,2025-01-22,Project-type realism,Source-derived / reconstructed network,2025-01-02,2025-01-22,2025-01-02,2025-01-22,2025-01-02,2025-01-22,0,TRUE
P12-MPLANY1,P12,P12-CA01,P12-WP011,1.12.1.1,MPLANY1,Milestone,0,2025-01-22,2025-01-22,Approved milestone / interface milestone,Semantic WBS mapping corrected: annual planning milestone belongs in Planning & Prioritization,2025-01-22,2025-01-22,2025-01-22,2025-01-22,2027-06-23,2027-06-23,630,FALSE
P12-Y1A2,P12,P12-CA01,P12-WP011,1.12.1.1,Year 1 Intake & Triage of Small-Capital/Emergency Needs,Task,20,2025-01-23,2025-02-19,Project-type realism,Source-derived / reconstructed network,2025-01-23,2025-02-19,2025-01-23,2025-02-19,2025-01-23,2025-02-19,0,TRUE
P12-Y1A3,P12,P12-CA02,P12-WP021,1.12.2.1,Year 1 Scope Development,Task,20,2025-02-20,2025-03-19,Project-type realism,Semantic WBS mapping corrected: scope development belongs in Design / Scope Development,2025-02-20,2025-03-19,2025-02-20,2025-03-19,2025-02-20,2025-03-19,0,TRUE
P12-Y1A4,P12,P12-CA02,P12-WP021,1.12.2.1,Year 1 Rapid Design / Standard-Detail Development,Task,15,2025-03-20,2025-04-09,Project-type realism,Source-derived / reconstructed network,2025-03-20,2025-04-09,2025-03-20,2025-04-09,2025-03-20,2025-04-09,0,TRUE
P12-Y1A5,P12,P12-CA03,P12-WP031,1.12.3.1,Year 1 Procurement / Task-Order Assignment,Task,25,2025-04-10,2025-05-14,Synthetic project assumption — standing on-call/task-order contract,Semantic WBS mapping corrected: procurement/task-order assignment belongs in Procurement,2025-04-10,2025-05-14,2025-04-10,2025-05-14,2025-04-10,2025-05-14,0,TRUE
P12-Y1A6,P12,P12-CA04,P12-WP041,1.12.4.1,Year 1 Field Execution,Task,90,2025-05-15,2025-09-17,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2025-05-15,2025-09-17,2025-05-15,2025-09-17,2025-05-15,2025-09-17,0,TRUE
P12-MY1DONE,P12,P12-CA04,P12-WP041,1.12.4.1,MY1DONE,Milestone,0,2025-09-17,2025-09-17,Approved milestone / interface milestone,Source-explicit milestone date,2025-09-17,2025-09-17,2025-09-17,2025-09-17,2027-06-23,2027-06-23,460,FALSE
P12-Y1A7,P12,P12-CA05,P12-WP051,1.12.5.1,Year 1 Verification / Acceptance,Task,15,2025-09-18,2025-10-08,Project-type realism,Source-derived / reconstructed network,2025-09-18,2025-10-08,2025-09-18,2025-10-08,2025-09-18,2025-10-08,0,TRUE
P12-Y1A8,P12,P12-CA06,P12-WP061,1.12.6.1,Year 1 Closeout,Task,15,2025-10-09,2025-10-29,Project-type realism,Source-derived / reconstructed network,2025-10-09,2025-10-29,2025-10-09,2025-10-29,2025-10-09,2025-10-29,0,TRUE
P12-Y2A1,P12,P12-CA01,P12-WP011,1.12.1.1,Year 2 Annual Planning & Prioritization Window,Task,15,2025-10-30,2025-11-19,Project-type realism,Source-derived / reconstructed network,2025-10-30,2025-11-19,2025-10-30,2025-11-19,2025-10-30,2025-11-19,0,TRUE
P12-MPLANY2,P12,P12-CA01,P12-WP011,1.12.1.1,MPLANY2,Milestone,0,2025-11-19,2025-11-19,Approved milestone / interface milestone,Semantic WBS mapping corrected: annual planning milestone belongs in Planning & Prioritization,2025-11-19,2025-11-19,2025-11-19,2025-11-19,2027-06-23,2027-06-23,415,FALSE
P12-Y2A2,P12,P12-CA01,P12-WP011,1.12.1.1,Year 2 Intake & Triage of Small-Capital/Emergency Needs,Task,20,2025-11-20,2025-12-17,Project-type realism,Source-derived / reconstructed network,2025-11-20,2025-12-17,2025-11-20,2025-12-17,2025-11-20,2025-12-17,0,TRUE
P12-Y2A3,P12,P12-CA02,P12-WP021,1.12.2.1,Year 2 Scope Development,Task,20,2025-12-18,2026-01-14,Project-type realism,Semantic WBS mapping corrected: scope development belongs in Design / Scope Development,2025-12-18,2026-01-14,2025-12-18,2026-01-14,2025-12-18,2026-01-14,0,TRUE
P12-Y2A4,P12,P12-CA02,P12-WP021,1.12.2.1,Year 2 Rapid Design / Standard-Detail Development,Task,15,2026-01-15,2026-02-04,Project-type realism,Source-derived / reconstructed network,2026-01-15,2026-02-04,2026-01-15,2026-02-04,2026-01-15,2026-02-04,0,TRUE
P12-Y2A5,P12,P12-CA03,P12-WP031,1.12.3.1,Year 2 Procurement / Task-Order Assignment,Task,25,2026-02-05,2026-03-11,Synthetic project assumption — standing on-call/task-order contract,Semantic WBS mapping corrected: procurement/task-order assignment belongs in Procurement,2026-02-05,2026-03-11,2026-02-05,2026-03-11,2026-02-05,2026-03-11,0,TRUE
P12-Y2A6,P12,P12-CA04,P12-WP041,1.12.4.1,Year 2 Field Execution,Task,90,2026-03-12,2026-07-15,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2026-03-12,2026-07-15,2026-03-12,2026-07-15,2026-03-12,2026-07-15,0,TRUE
P12-MY2DONE,P12,P12-CA04,P12-WP041,1.12.4.1,MY2DONE,Milestone,0,2026-07-15,2026-07-15,Approved milestone / interface milestone,Source-explicit milestone date,2026-07-15,2026-07-15,2026-07-15,2026-07-15,2027-06-23,2027-06-23,245,FALSE
P12-Y2A7,P12,P12-CA05,P12-WP051,1.12.5.1,Year 2 Verification / Acceptance,Task,15,2026-07-16,2026-08-05,Project-type realism,Source-derived / reconstructed network,2026-07-16,2026-08-05,2026-07-16,2026-08-05,2026-07-16,2026-08-05,0,TRUE
P12-Y2A8,P12,P12-CA06,P12-WP061,1.12.6.1,Year 2 Closeout,Task,15,2026-08-06,2026-08-26,Project-type realism,Source-derived / reconstructed network,2026-08-06,2026-08-26,2026-08-06,2026-08-26,2026-08-06,2026-08-26,0,TRUE
P12-Y3A1,P12,P12-CA01,P12-WP011,1.12.1.1,Year 3 Annual Planning & Prioritization Window,Task,15,2026-08-27,2026-09-16,Project-type realism,Source-derived / reconstructed network,2026-08-27,2026-09-16,2026-08-27,2026-09-16,2026-08-27,2026-09-16,0,TRUE
P12-MPLANY3,P12,P12-CA01,P12-WP011,1.12.1.1,MPLANY3,Milestone,0,2026-09-16,2026-09-16,Approved milestone / interface milestone,Semantic WBS mapping corrected: annual planning milestone belongs in Planning & Prioritization,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2027-06-23,2027-06-23,200,FALSE
P12-Y3A2,P12,P12-CA01,P12-WP011,1.12.1.1,Year 3 Intake & Triage of Small-Capital/Emergency Needs,Task,20,2026-09-17,2026-10-14,Project-type realism,Source-derived / reconstructed network,2026-09-17,2026-10-14,2026-09-17,2026-10-14,2026-09-17,2026-10-14,0,TRUE
P12-Y3A3,P12,P12-CA02,P12-WP021,1.12.2.1,Year 3 Scope Development,Task,20,2026-10-15,2026-11-11,Project-type realism,Semantic WBS mapping corrected: scope development belongs in Design / Scope Development,2026-10-15,2026-11-11,2026-10-15,2026-11-11,2026-10-15,2026-11-11,0,TRUE
P12-Y3A4,P12,P12-CA02,P12-WP021,1.12.2.1,Year 3 Rapid Design / Standard-Detail Development,Task,15,2026-11-12,2026-12-02,Project-type realism,Source-derived / reconstructed network,2026-11-12,2026-12-02,2026-11-12,2026-12-02,2026-11-12,2026-12-02,0,TRUE
P12-Y3A5,P12,P12-CA03,P12-WP031,1.12.3.1,Year 3 Procurement / Task-Order Assignment,Task,25,2026-12-03,2027-01-06,Synthetic project assumption — standing on-call/task-order contract,Semantic WBS mapping corrected: procurement/task-order assignment belongs in Procurement,2026-12-03,2027-01-06,2026-12-03,2027-01-06,2026-12-03,2027-01-06,0,TRUE
P12-Y3A6,P12,P12-CA04,P12-WP041,1.12.4.1,Year 3 Field Execution,Task,90,2027-01-07,2027-05-12,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2027-01-07,2027-05-12,2027-01-07,2027-05-12,2027-01-07,2027-05-12,0,TRUE
P12-MY3DONE,P12,P12-CA04,P12-WP041,1.12.4.1,MY3DONE,Milestone,0,2027-05-12,2027-05-12,Approved milestone / interface milestone,Source-explicit milestone date,2027-05-12,2027-05-12,2027-05-12,2027-05-12,2027-06-23,2027-06-23,30,FALSE
P12-Y3A7,P12,P12-CA05,P12-WP051,1.12.5.1,Year 3 Verification / Acceptance,Task,15,2027-05-13,2027-06-02,Project-type realism,Source-derived / reconstructed network,2027-05-13,2027-06-02,2027-05-13,2027-06-02,2027-05-13,2027-06-02,0,TRUE
P12-Y3A8,P12,P12-CA06,P12-WP061,1.12.6.1,Year 3 Closeout,Task,15,2027-06-03,2027-06-23,Project-type realism,Source-derived / reconstructed network,2027-06-03,2027-06-23,2027-06-03,2027-06-23,2027-06-03,2027-06-23,0,TRUE
P12-MPROGCLOSE,P12,P12-CA06,P12-WP061,1.12.6.1,MPROGCLOSE,Milestone,0,2027-06-23,2027-06-23,Approved milestone / interface milestone,Semantic WBS mapping corrected: program close milestone belongs in Closeout,2027-06-23,2027-06-23,2027-06-23,2027-06-23,2027-06-23,2027-06-23,0,TRUE
