Cost_Ownership_Line_ID,Project_ID,Schedule_Activity_ID,Schedule_WP_ID,Funded_Cost_WP_ID,Cost_Component,Component_BAC_USD,Activity_Start,Activity_Finish,Calendar,Proposed_Rule_Code,Weights_Pct,Synthetic_Planned_Event_Dates,Scheduled_Recognition_Definition,Future_EV_Evidence_Requirement,Source_Method,Prior_Readiness_Status,Provenance,Approval_Status
CL0190,P07,P07-A17,P07-WP061,P07-WP061,SOURCE_WP_SCOPE,79950,2026-08-05,2026-08-18,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-08-18,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0191,P07,P07-A18,P07-WP062,P07-WP062,SOURCE_WP_SCOPE,43050,2026-08-12,2026-09-01,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-09-01,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0192,P08,P08-A1,P08-WP011,P08-WP011,SOURCE_WP_SCOPE,62100,2025-12-01,2025-12-19,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0193,P08,P08-A2,P08-WP012,P08-WP012,SOURCE_WP_SCOPE,75900,2025-12-22,2026-01-02,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0194,P08,P08-A3,P08-WP021,P08-WP021,SOURCE_WP_SCOPE,128800,2026-01-05,2026-01-30,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0195,P08,P08-A4,P08-WP022,P08-WP022,SOURCE_WP_SCOPE,119600,2026-02-09,2026-03-06,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0196,P08,P08-A4b,P08-WP022,P08-WP022,SOURCE_WP_SCOPE,119600,2026-03-09,2026-03-27,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0197,P08,P08-A5,P08-WP031,P08-WP031,SOURCE_WP_SCOPE,58880,2026-02-23,2026-03-13,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0198,P08,P08-A5b,P08-WP031,P08-WP031,SOURCE_WP_SCOPE,58880,2026-03-16,2026-03-27,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0199,P08,P08-A8,P08-WP031,P08-WP031,SOURCE_WP_SCOPE,58880,2026-04-27,2026-05-15,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-04-29|2026-05-06|2026-05-12|2026-05-15,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0200,P08,P08-A5c,P08-WP032,P08-WP032,SOURCE_WP_SCOPE,187680,2026-03-30,2026-04-10,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0201,P08,P08-A6,P08-WP032,P08-WP032,SOURCE_WP_SCOPE,187680,2026-04-27,2026-05-08,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0202,P08,P08-A7,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,102290,2026-01-19,2026-02-06,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0203,P08,P08-A13,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,102290,2026-04-27,2026-05-15,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0204,P08,P08-A14,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,102289,2026-04-27,2026-05-08,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0205,P08,P08-A9,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,409158,2026-05-18,2026-08-28,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-06-05|2026-07-08|2026-08-07|2026-08-28,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0206,P08,P08-A9fat,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,102289,2026-08-31,2026-09-11,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0207,P08,P08-A11,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,409158,2026-09-14,2026-09-25,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-09-15|2026-09-18|2026-09-23|2026-09-25,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0208,P08,P08-A15,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,409158,2026-09-28,2026-10-09,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0209,P08,P08-A17,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,102289,2026-10-12,2026-10-23,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0210,P08,P08-A21,P08-WP041,P08-WP041,SOURCE_WP_SCOPE,204579,2026-11-30,2026-12-11,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-12-11,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0211,P08,P08-A10,P08-WP042,P08-WP042,SOURCE_WP_SCOPE,289034,2026-05-18,2026-08-07,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-06-02|2026-06-26|2026-07-22|2026-08-07,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0212,P08,P08-A10fat,P08-WP042,P08-WP042,SOURCE_WP_SCOPE,72258,2026-08-10,2026-08-19,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0213,P08,P08-A12,P08-WP042,P08-WP042,SOURCE_WP_SCOPE,289033,2026-08-20,2026-08-31,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-08-21|2026-08-25|2026-08-28|2026-08-31,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0214,P08,P08-A16,P08-WP042,P08-WP042,SOURCE_WP_SCOPE,216775,2026-09-01,2026-09-21,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0215,P08,P08-A18,P08-WP051,P08-WP051,SOURCE_WP_SCOPE,138000,2026-10-26,2026-11-06,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-11-06,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0216,P08,P08-A19,P08-WP051,P08-WP051,SOURCE_WP_SCOPE,138000,2026-11-09,2026-11-20,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-11-20,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0217,P08,P08-A20,P08-WP051,P08-WP051,SOURCE_WP_SCOPE,138000,2026-11-23,2026-11-27,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-11-27,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0218,P08,P08-A22,P08-WP061,P08-WP061,SOURCE_WP_SCOPE,89700,2026-12-14,2026-12-25,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-12-25,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0219,P08,P08-A23,P08-WP062,P08-WP062,SOURCE_WP_SCOPE,48300,2026-12-21,2027-01-08,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2027-01-08,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0220,P09,P09-A1,P09-WP011,P09-WP011,SOURCE_WP_SCOPE,117000,2026-02-02,2026-02-20,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0221,P09,P09-A2,P09-WP012,P09-WP012,SOURCE_WP_SCOPE,117000,2026-02-23,2026-03-06,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,WORKDAY_OR_DELIVERABLE,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0222,P09,P09-A3a,P09-WP021,P09-WP021,SOURCE_WP_SCOPE,124800,2026-03-09,2026-04-03,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0223,P09,P09-A3,P09-WP021,P09-WP021,SOURCE_WP_SCOPE,124800,2026-04-06,2026-05-01,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0224,P09,P09-A4,P09-WP022,P09-WP022,SOURCE_WP_SCOPE,74880,2026-05-11,2026-06-05,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0225,P09,P09-A4b,P09-WP022,P09-WP022,SOURCE_WP_SCOPE,74880,2026-06-08,2026-07-17,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0226,P09,P09-A4c,P09-WP022,P09-WP022,SOURCE_WP_SCOPE,74880,2026-06-08,2026-07-31,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0227,P09,P09-A19,P09-WP022,P09-WP022,SOURCE_WP_SCOPE,149760,2026-12-24,2026-12-30,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-12-30,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0228,P09,P09-A5,P09-WP031,P09-WP031,SOURCE_WP_SCOPE,72800,2026-05-25,2026-06-12,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0229,P09,P09-A5b,P09-WP031,P09-WP031,SOURCE_WP_SCOPE,72800,2026-06-15,2026-07-03,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0230,P09,P09-A10,P09-WP031,P09-WP031,SOURCE_WP_SCOPE,72800,2026-08-03,2026-08-21,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-08-05|2026-08-12|2026-08-18|2026-08-21,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0231,P09,P09-A5c,P09-WP032,P09-WP032,SOURCE_WP_SCOPE,202800,2026-07-06,2026-07-17,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0232,P09,P09-A6,P09-WP032,P09-WP032,SOURCE_WP_SCOPE,202800,2026-08-03,2026-08-28,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0233,P09,P09-A7,P09-WP041,P09-WP041,SOURCE_WP_SCOPE,304869,2026-08-03,2026-08-21,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0234,P09,P09-A8,P09-WP041,P09-WP041,SOURCE_WP_SCOPE,304869,2026-08-03,2026-08-21,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0235,P09,P09-A9,P09-WP041,P09-WP041,SOURCE_WP_SCOPE,304869,2026-08-24,2026-09-04,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0236,P09,P09-A13,P09-WP041,P09-WP041,SOURCE_WP_SCOPE,304869,2026-08-31,2026-09-11,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,WORKDAY_OR_DELIVERABLE,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
